N1,N1_M?,N2,N2_M?,N3,N3_M?,N4,N4_M?,N7,N7_M?,N9_1,N9_1_M?,N10_1,N10_1_M?,N12,N12_M?,return_on_net_assets,return_on_net_assets_M?,return_on_equity,return_on_equity_M?,mortaged_property_to_loans,mortaged_property_to_loans_M?,foreign_currency_operations_to_net_assets,foreign_currency_operations_to_net_assets_M?
7.106362129243054375e-03
4.531706224048889613e-03
3.937842724765172782e-03
1.023728955035344056e-04
5.409057542985883787e-03
1.547164631757856276e-03
1.286850741399413189e-01
7.176613138658732589e-04
1.415635379965446972e-01
2.143390807418076201e-03
4.528642222966199060e-02
5.930623042563944874e-04
1.029484033096093321e-01
2.750279553522295278e-03
2.222590728743544311e-02
3.256274079186278168e-03
2.141708170706892456e-01
2.199833211760413888e-03
2.902971572262080802e-01
3.178912873550212952e-03
6.721285885204731150e-03
2.024897017646192128e-03
5.228133057343598011e-03
3.374444487851410192e-03
